"33","Canada",1626397236,4291116789,3396783100,277174255,207411875,296057660,3365291586,398491308,385657203,5577340846,666911500,5457841482,47053258,2263995,2533187186,591964765,828256074,941508295,2343944410,1229977156,1361452166,876183721,1171582968,178837583,1333084675,6022543909,92136369557,4328445151,4324800934,5621449131,6041683733,751389534,1512506390,666238380,213625574,218563607,355789473,2067573144,10770794110,3476510814,296778159,184063267,443353486,8494123718,4243981,26778786,7078705621,9598164206,1055105724,1587109,30470142,29454525,11371035,549088204,111691165,156794905,132529542,57522955,546957531,49059914,454049353,502185614,391455323,230811527,70488313,4480555,24042771,854616755,113312980,496197782,18872996899,6845285954,4500945493,3304723939,4928811624,8921047752,587163227,1311435862,53127080,473685916,722124900,948148294,27941107642,14636291734,394946882,48777814902,9631612423,373807852,5261137035,36214928,81393416,271872378,4227019483,1213370658,125030395,310828644,11934414911
"34","Central African Rep.",0,0,0,0,0,0,0,0,962108,0,0,0,0,0,34565,0,0,9044,0,0,24517,0,0,338637,4823,0,0,0,0,0,0,0,32199,0,0,0,0,0,54023,0,1929,0,0,24715455,0,0,0,255646,0,0,0,7516867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,53254473,0,0,0,0,8640,0,0,0,0,7310,3428,1015054,401198,2010,430792,0,0,464935,0,0,0,75156,0,0,0,202020
"35","Chile",11480229,670878000,2540194169,181958535,29945038,44462344,142029888,4228403505,14591520,180895854,79648390,304211412,94573685,16380631,86169752,335632208,30507334,36384551,143219929,496691032,347076518,1589433668,564854109,57903923,132358674,16478712251,666973007,1266907084,256412414,120975841,655411951,20700279,75947187,10759504,17875355,32063476,7082476,119079027,484301218,226313852,32515443,27365989,470456,1821906461,8370608,81008,2412876275,637353659,42164844,138691,32937173,51354180,1535562,26830541,70886868,11547884,5012921,1398848,7162880,12042419,104605240,136395695,96997000,124442552,3953030,1889738,2144955,15973014,18984272,46540708,1435680847,461692978,268732057,27976687890,63985,83036971,17347826,132890,246470,56728090,37797560,44150744,668673838,414207096,1156949,697371607,12337828,109038987,42168907,19087645,10071589,4320080,68440205,102985969,17908369,759737,1
"36","China",453962708,994590514,8806785532,404552772,1357334334,205565543,7477261328,2679442945,1657471116,539441163,552271305,2047934796,646248739,63636561,369438640,5863960937,1059718694,212616606,1160062749,5544634832,1559219347,994847871,1954916638,1020301744,3120483007,580170910,26674613331,11763392470,31451721164,4482156359,5431164852,4309351368,2494010692,2026032383,1749972112,651533520,1072933906,9539887229,34696577398,14895968465,411728454,20845584585,1988385208,9651541992,16203714,1519906002,140134568,9561196346,2704436903,1642004191,2361690309,13066588989,869564080,10085648548,7956682139,2683298498,1954948501,3804671439,5626071171,8666500893,66710933331,54361477978,19744230415,35633850507,2797772959,2436110534,3042480361,5787285000,11099766476,10325403510,12546360383,28931497925,39143621399,4802012066,1298595268,14530901024,173111053,286211047,173575324,3031484028,8869590806,9567350544,309813671701,388755009575,8915160860,38397962276,1265231817,40296396459,52109780255,3048957628,1466063826,97519554,50584032232,29306701573,8663080165,160486928,1467100991
"37","China, Hong Kong SAR",566784,1935867746,406095576,118655323,82167961,1926190,26776334,1099735482,31527728,10584090,49533847,112019335,16644435,3952342,64329671,161239971,112345942,55564033,192231442,86085991,246949694,712812318,15310231,814449546,47902754,50973704,692758636,543437707,1047119540,1561168577,1608488,1134183774,1032235267,313984123,335074587,4809380,259325977,1352161271,14081970280,624002369,2300334952,6015987400,1365060450,378864031,2091467,9915379,233295237,1737692411,1897674354,177005809,466945466,3968172995,106237747,1187699408,827572488,303137989,42127851,838847472,641195880,2522289317,12476342618,10407182059,336298374,5576872757,250460664,128679349,451670589,108672577,92641986,972209430,31562582546,2185914813,1230313415,2701243236,218239403,968641640,3573005,346881521,173457704,300349799,762994817,1291245808,55065724811,180892682435,2534419,1667676265,236173101,87205490,14035171836,7414978995,103662517,463824,799834619,11255941567,1390673735,291303431,439283501
"38","China, Macao SAR",0,281316,1849431,581461,831559,0,9253,23746,1898517,82979,68587,64637,0,0,0,0,682563,308456,5284598,421054,1342629,22703491,160062,36456568,3072066,0,0,0,13833055,3458460,0,0,0,4653694,0,0,0,0,9583532,601209,743067,9762683,2214681,483548,0,2114,0,4150599,3492728,0,0,14131274,0,0,0,0,15860,1192852,329608,10376295,94367094,69873149,1218875,0,1398087,12893,446605,0,0,18391979,93907517,0,6350817,0,15987,0,0,0,77858,2641,0,0,31017188,85108327,0,0,5958868,54111,0,0,111490,22746,5010831,38279674,3445518,239557,259292660
"39","Colombia",22202018,13190013,154444765,11736929,5657511,1248464218,12671140,798947080,1921672129,4908090,23396907,18715641,884257,1372039,157075114,26096988,673754051,72163911,110188603,49767427,323948481,35424568,22197103,18185090,46021069,39140510,22564445883,107473822,167740397,358566381,65704401,223986452,399172564,126356766,41821669,1132563,1176224,295358919,1256802143,146658628,123146652,76999661,1965230,34866982,175073,303854,858092,524482348,138674703,2508,1258881,72054001,103526,56355967,24649197,32325676,3410919,26882961,45973833,80735005,280532401,359157635,78586426,44407166,2525031,91770,285368,55728338,147242213,170988657,2315071483,1193150027,186777251,329347007,15215507,157325933,14400267,476931,6109,1175833,58657620,35966801,372858554,341829976,147506,347334842,210375847,4260682,55131719,1712776,52643,4030593,129414678,19558869,64119660,403090,7333901
"40","Comoros",0,0,0,0,371,0,3368,27,9719228,0,0,0,0,0,0,0,0,0,0,67,969,67,0,0,0,0,7882,0,0,6709,0,0,2313179,0,0,0,0,0,2829,0,0,0,0,0,0,269,0,0,27,0,0,0,0,0,76435,0,0,0,0,0,4697,3837,27,2702,0,0,0,0,3336,135,0,203535,54587,19417,0,1278813,0,0,0,0,149086,0,116365,27489,36578,279221,0,0,3567,0,1185,0,3977,0,131258,597,1
"41","Congo",1210,3324,207919,75546,9204,0,0,0,1235,199719,1320149,0,0,0,1628459,284966,22607455,140920,351760,773786,502060,3333367,466208,1501954,136898,9302,4684621499,876379,60944,81465,29509,33072,1634267,979768,0,408166,0,1869045,436080,305273,756,224904,0,114806360,0,0,0,313531,2330,4318,0,129224,0,0,948263,1582745,0,0,5040,0,37143,785059,7079,7240,391,1801,0,281865,470770,162542,2026846,1005465,54132568,1083412,0,34621,0,0,0,0,6441242,117439,51654048,12504605,205180,9695330,4969365,1851247681,73939493,216592,94,293794,3002487,799,350959,656,1
"42","Cook Isds",0,0,2890203,0,36552,41397,3819,14408,0,0,0,0,0,0,0,0,0,0,0,700341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,11017,0,0,0,0,0,0,0,0,1437418,7081,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18019,0,0,0,0,0,0,0,0,1
"43","Costa Rica",4829302,50436978,81034136,80972855,3051520,171748282,112293396,1506519869,269093324,928887,13933004,32295401,1971088,156362,146992574,38406068,98086219,9688442,76988531,199122432,350295849,52676731,30498902,1598003,25765895,13364,50992597,8645011,4910449,300752237,24589344,48970148,12128918,39845388,15982486,5282746,379175,112300334,231492355,211691627,22358116,5239516,2270,45349667,99,13093,9999218,189210892,22563892,0,2657,1671706,407,13201243,4685952,16046514,21808,2415322,1699263,2162862,46619553,113195705,3627723,1006216,279796,61753,28112,9907752,8977163,74225835,68286922,122304353,78139024,21069879,8072,68628243,4106038,720179,10900,876855,1792829,20488057,956042117,1424171054,1557558,43175599,1964354,1243114,1101881121,142434,137192,630,74674937,16935050,13845966,644201,59663
"44","Côte d'Ivoire",89244,403423,7569773,9865399,150607,3357272,5112360,488153353,172263057,5261955,24823819,11671050,2113,2408181,186154485,16492485,15395438,3826922513,29873805,8464518,128012887,4496418,8659868,46636231,36978158,17821141,2432730085,8914711,4811279,5555992,13661667,15860681,139868191,92107571,745970,246385,7737,16285534,120246710,684851665,2828719,231861,0,235605976,4777,8314691,880367,57096676,1302061,0,0,142877658,259019,51279,139988,1498924,1085,35955,1975881,104,1375379,598902,22405519,41347880,95634,323285,37463,1590809,87001,203467,183318354,32588809,29058262,4331168,0,1953832,1782001,67541,0,0,5062822,4224755,80131390,23887657,1325564,49379968,18194596,726351413,2092759,12496,191137,2830,1476766,4392,3449872,516031,1
"45","Croatia",20948560,31692339,113119244,62692758,6726012,1289715,7246358,36469657,9059132,111534850,14209931,53567791,81467,42413,36899097,78221952,139564202,57776060,96276981,27979549,157406933,132042706,36665341,123712152,192759135,2923639,1472494073,8163338,49274910,409761317,255288409,49660780,57405690,58755224,5510169,3374577,4597608,47342883,483719679,17698194,45611344,106773583,5412797,499615690,55664,1610006,26587411,190078153,58534973,194549,1413665,6536677,82340,22223724,25253758,29427253,933960,3161780,6429073,1028115,320187662,146695391,16302658,193966526,13899571,5669021,276982,93592202,48930209,129712181,84715618,147250013,332053209,71300584,1172765,316495689,3154250,1567836,84117,744037,17989847,32897979,930200241,1094574424,26913299,215802625,58001992,1444127609,116568882,2379817,772002,52888544,350927915,17931623,13134974,2874607,0
"46","Cyprus",1002483,13849794,16756221,68853750,1270629,50040,57117418,38686094,946450,246135,3879115,4123398,11178,0,2060478,1063682,660154,17167,4185445,21970496,6232639,10234537,5367778,86344986,16463293,11072,215142334,524072,95800465,223187706,332678,2338113,5351600,2575812,521347,2842119,55697,14546228,11837440,2771656,4468405,1794544,14920,1294951,0,1152,5591557,7620086,7007952,750,97881,67047,13689,96320,968659,827201,20521,38202,237907,51940,7757771,6414849,847308,8424376,19058,606,1624,276976,397146,519011,19914119,33774316,16669975,38530305,0,17412881,862649,126196,0,0,7543204,312447,57010032,148583426,0,24156924,16097749,8005557,75264398,6946536,372659,15983901,19159105,2891548,2068233,74411,593274
"47","Czechia",260468242,230581188,86862867,707879470,33770154,21747730,130893387,157255655,96457049,398746151,137408256,292973133,52326934,392573,241571430,166860666,302877565,196984159,320255847,110741884,448832239,512775872,288739257,417482594,246332597,33625355,4901439451,522869987,1240805599,1479575950,140532590,641399050,454848073,810609573,56868944,192820656,30847265,477231054,4576714408,3240492548,107743184,232144863,9016018,1851949806,1468680,1298829,399663963,1778394020,1121843493,359517,328385292,246185389,9949914,274650985,163182258,380245442,93327353,69742196,284404938,86016157,407902911,785219953,436899564,474503687,64438660,27457103,2272048,507120837,546135903,1735675161,380354786,3999078636,5325009762,963366055,87351973,1427611038,69128602,62393813,10007483,71762655,672012034,1208846925,25864812507,22783180736,838414444,22732960717,474745954,31750727,2096286653,24266874,47046265,220609182,3036793587,2213866984,287598732,5190967,116970198
"48","Denmark",863907760,4451227459,2028934952,2467149889,180576253,612889043,147294303,76811357,85798362,546172760,172270804,317013336,257889809,7873040,639557561,1312441364,409394387,143713177,724183676,263480057,1380433588,785289710,1021706874,276541736,247322526,10761348,9044966233,141883827,1420908241,8290713316,30180141,611357758,380948156,566335608,1387068058,10707124,9248782,1476649876,2454398773,255089642,107305957,186173985,1321344672,753090099,430363,7537720,133253175,985512381,309265012,1017819,53717323,31597387,3224645,55474397,171029518,233791171,173947657,24674526,59572838,43859536,1634466388,1937825603,289429615,669158175,23090652,6988273,4259654,384322132,175046060,582824879,662479768,1460342009,2540742286,199740294,5232705,981306681,10950280,16261341,2070964,5955019,194768362,371063477,12729785443,8156140504,55059011,2224870853,223200040,968678887,4407055734,63334206,23773686,46302143,2430381501,904195938,131993215,42471509,1484252132
"49","Dominica",864,0,37,1947,2,3899,1976519,4611200,176374,1852,44888,392,2624,0,132,21382,4516,3444,2378,174377,172000,422924,185,121626,1795764,0,19164,3348,1593,3440,28,1885480,801199,13795550,7817,0,0,21036,138368,953,0,1053,0,12154,0,11042,0,24555,4545628,0,0,0,0,0,0,0,156,0,259,0,2498,9512,104810,1111,998,5,650,370,1622,40023,9080,32293,157336,75018,0,8351,0,0,0,0,22708,0,660672,1712841,2963,202921,0,14032,21508,286,3003,0,211167,3466,2679,1896,0
"50","Dominican Rep.",2220207,5549902,6965561,4160806,1173533,4642695,49180159,194918753,18144568,14400378,61660836,4250858,7728757,785207,24792899,209799,154685346,178466340,36084339,24546131,83110900,146819918,12751594,294245170,87068409,0,4753268,5396971,25081876,118733087,43680753,11095768,41565249,16726212,5897174,39172,1106583,763648,147635965,6053387,2928779,17184373,0,5915085,0,14364,9147564,138158084,5092720,0,255287,230816472,21842,73410,2779270,1520762,4326,11641271,17681,0,216843933,320672266,41595174,198701204,5006429,142428,416783,4616353,7977191,1666993,223209533,166702102,27486949,75872509,267931,21558592,632677,12642851,452348,434546,2640893,2441198,26664174,412254529,158887,9584895,50969,2425452,681605510,85241,20034,1955,15746801,9320096,4000481,170303,0
"51","Ecuador",241948,469003,1094053665,11546690,1349658,611258362,88607625,2119180873,68776734,15463755,2157241,3680560,385946,1924275,205407252,603799688,55244155,423210865,11171768,242326284,112942582,27142096,126856618,39826809,2620119,16775868,9672485156,21884611,17482863,53406569,25582218,8093458,10456053,29678580,17535169,173706,610365,19818917,97630634,38703146,5631955,745041,5726,205651352,320,17548,5872959,42239796,4759478,2518,141747,14050421,13149267,9830015,9529504,24973977,232836,10470653,90466054,3254882,18578308,3442047,31170357,34937847,10210045,1166,21319,2853924,35019408,3286548,70596229,16689903,119581132,38769237,23736,17856272,8745627,638943,4494,8250,5546361,10001060,147751913,39018979,268986,352171187,20331898,109371,126452813,179633,63902,12637,14226917,3512649,15551725,22745,1276234
"52","Egypt",15034789,7970212,15003666,515573814,14059556,43542565,834298160,955070865,74921025,394776867,65597590,253503777,219919792,2061816,141192597,977247,487506127,43973648,88120250,236347516,164129336,69584609,85639338,97266969,426615125,6652737,7593942489,567006415,55671845,247100394,1152277707,57550328,102115711,157052529,47676620,2138613,323888,502305650,886512241,68735974,171279763,6727706,49920,37062592,699775,414920,452241,405744846,18451993,3559018,6833166,608207366,21593493,79694179,97084273,7922490,359094173,174173910,9390421,804479,455809064,821042234,259381564,17394393,84967,104896,10827,145349470,367794457,380202164,1037421109,872896083,410461290,708312763,87631510,497136155,14190170,2916090,1947,103870,38472669,28164310,226899413,816425649,792956,106249372,6161,7020272,56814222,42635,232725,2490932,245564166,899410,14246224,278772,1
"53","El Salvador",8790763,9866000,9994109,15686139,195068,13370255,10422341,3952768,214595811,3073730,38395823,1370302,902018,144675,19352685,75364330,206516444,4730358,129195976,61941497,32751307,100000495,9296379,76745,1789664,1072559,141454600,2958766,1668826,108080769,11180989,30772963,6893963,47069403,2507025,1666875,76925,9277218,241740999,1011884,2980242,7408712,0,5479292,717,83800,5398168,208341148,19930224,1278,2260,46548532,696204,24978172,30794738,803591,10904,42004803,3149586,50014182,1482334836,213382202,48879232,36284537,994884,7089,24489,21246676,941193,1939597,94383692,130384755,26892216,121423,147,52116311,11795,652659,133704,1544643,13499324,3486148,43237202,223738313,17100,7573637,56073,5197,4246024,212390,5694,24858,32428211,7448376,22131595,13182,1007805
"54","Estonia",40149985,50870857,149391983,192559804,1194974,4788385,9504408,27311358,37192307,45985922,14531904,37540131,1721116,3460459,62285138,84029519,15693948,189232404,30745172,19315488,94902050,186774654,14460940,9970493,33171739,5718598,2026581847,63672558,98616673,65141352,17096907,201451229,33626694,36314374,11376602,3948444,1954796,60406100,328265531,206610715,13019393,21291250,31567116,1052006698,922371,455873,98929932,160367830,108511678,40959,4040942,13640351,1656612,14869938,6351626,14372791,18155814,13186602,17826592,4110794,131314140,215807042,55215069,70461880,6366998,288254,295535,39044232,31190006,127903850,19590958,457338386,361679844,68610643,678002,113904497,24884755,1755842,325376,27664942,32620503,26612696,813632080,1986277221,112420955,661719282,891732,105826163,220272350,9845248,2392393,1739715,785958649,98361044,47681788,541613,37358078
"55","Ethiopia",132424460,49547663,459814,2993737,1284937,165112056,408821990,4644314,727564189,18091336,837502,345365471,13490017,8468,1568686,3405,7717,346,3194411,1832012,742647,1931572,3828213,309667,992637,16020930,109304,161818,70647,1481682,47143,116643,2596886,285524,75850,0,63867,313882,830117,1341081,67199239,639704,12889,1484940,0,18750,0,52716,612065,0,3003,23695919,12206,4279793,3473,4903,151399,834123,458,0,7674743,4111684,2238481,7962278,2114,1380,10166,627479,234939,208505,183937768,556450,2223533,1688625,27559,1290187,3754106,341242,0,1140,599637,132194,52970213,23640342,69884,13196848,1949833,0,6232460,32409,143467,1720545,3751650,126367,549565,206810,1
"56","Fiji",2070,1534249,127218493,2993752,1912267,54112,17706648,1292004,4548009,795708,12372601,2549791,42157,2992,3935113,3876077,49912806,100905,35348820,1293017,2488470,66799350,2655937,638552,3753380,1649,213030221,414324,142520,9725643,2658,3353042,2712608,3524784,82885,76433,20230,3116367,3579928,186421,144035,133074,822,42633265,382,1415,204953,9047973,1663164,20740,3671,2137994,1914,233482,304151,101172,16892,116916,12621,11131,11779348,42844510,3863869,923079,232137,15923,5408,378143,829048,165423,80024188,7600266,14873601,880714,21991,800081,2403127,3911,1342,200034,704679,813909,5054064,8337504,168849,1309191,5282943,3115078,1329926,58288,17146,2992,2014251,492500,1909516,91418,2226246
"57","Finland",7757509,126537473,34334169,577839249,6012670,3881494,24639479,29521492,60285776,139466187,53506942,3804620,2863094,36014,100123796,18189788,80466732,74583681,76237348,18610232,125691515,181536376,34340591,2544584,179810350,126812501,5615060619,775561344,1427885842,1317518995,313120632,609681419,67194368,184837463,329508835,14303848,5724305,635257001,2409091499,575671068,35941492,45590249,678290442,2639342107,96056,652806,1649729048,9840108330,228472844,417173,1580950,10497697,518359,6162479,6278353,108137868,11770778,11249860,117961339,7867914,101404243,200526943,49987335,134428470,11616392,836885,249063,288064905,58347509,323937849,401706789,4681355090,1929039392,1406261773,692954479,354510089,1017088,647430248,2851943,282726316,162773998,153673095,9657308880,8631708336,22962290,1997415788,464080984,1587897421,2281308939,17535909,1647817,67098218,573781713,174104514,11818815,3303759,968311150
"58","Fmr Sudan",148280228,29813633,32236,67639,162322,500,836158,1752253,126333,2227695,334136,213425912,67789185,142372,343130,0,9482129,21964,100,0,127861,68406,313333,5714,35279,3837445,9784269507,101,3543140,6192,0,0,57698,0,0,0,0,80468,363735,45518,28405010,0,0,179735,0,0,50905,338552,75331,0,0,39484494,0,0,0,0,0,2,0,0,0,414,0,0,0,0,0,48,0,135070,1160343544,5322074,4735237,12597160,0,1913313,1033968,0,0,0,60986,0,1786781,2044511,0,1933045,523763,0,227052,19183,9523,0,70503,0,0,0,372445
"59","France",2286581655,4116375082,1286146507,7083398873,223925649,192535045,2384600243,1931836418,478083361,7677737886,1263769717,1679952042,470702639,10303584,1431425312,985991838,2448835590,2029604475,3529395582,1859998980,2839771286,15049788213,2713029123,767477128,1190841342,238594304,18719128543,5866747538,13121631551,33536738166,348142619,2828254815,14451943091,2790269547,1544258367,215847681,728976217,9948548019,19403718359,7965584724,712618797,4867508046,128963803,2674029801,64063025,13201259,894687215,7863916868,2086460426,81186618,142639613,586915873,332497026,778423609,623628603,864293433,266586170,437599410,538733066,502396796,3920983454,5299764121,750311117,2081722872,209720940,20588609,41020802,1114466509,960961275,3459162072,4378622691,16615840124,9556712268,3744416113,667818821,5025359795,192577463,477616763,62677814,543031860,1227197496,2167893598,58802021120,43487884284,1288927534,47147795901,46404119216,2775655239,17252229900,1473876395,228537274,358466086,3864717377,1578302743,1379825210,969833252,19544067
"60","French Polynesia",1889,13,7492018,2858,2848814,54547,556,47,2566888,556,9672,217397,35983,10016,4472904,885,3003,4798,8137,8381524,53638,1208119,0,0,26318,0,58537,33946,767,46393,0,11560,2500506,40695,577,0,454,52909,425461,29294,266,23495,0,73398,919,2087,113322,42830,433653,34,0,2585,0,62,7344,12247,387,98,15,0,116030,297735,56548,28447,9445,0,899,878,9963,28534,89085203,1069540,388309,127936,0,290505,68,32853,3333,0,560079,9456,4321643,1156107,98932,1005203,2715216,18397374,1430158,11351,17062,398,121482,54097,85593,346093,1
"61","FS Micronesia",0,18006,17059533,0,0,86963,22591,4396163,0,0,0,387787,0,0,0,0,0,0,0,0,631909,0,0,0,10485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743,0
"62","Gambia",5826,34556,6000024,1724111,2417,158,53190,3395630,507338,219324,92883,7752236,0,0,9038034,1775954,949951,3459,291765,206829,1068319,51302,2471818,2983,2710503,0,2637155,47805,0,7342,0,2686,60037,2268562,0,26,11945,10214,1512605,54457,707,0,0,1346394,4370,855392,0,10632,172925,0,0,31338,5098,17075639,0,3366,10907,7513,3181,0,512,10833,601441,166527,0,0,389,38147,24776,41361,0,687953,102211,4072,0,67341,0,0,0,0,129002,0,603742,627447,0,599420,0,509,34512,0,2450,0,21187,4632,20008,3377,0
"63","Georgia",32760340,784127,6639891,2652421,2,751186,5156819,93376957,5121446,10698031,2175871,5349322,92540,84681,1306716,20075,924179,372934,61901,7694884,9799329,152096658,11149165,193611,7026336,85837789,70636571,8350914,627809,36719586,84155189,514723,6939877,1557004,37529,2493427,2060,1434282,1717959,830194,3358462,683151,0,16902776,22404,490,80433,898230,1578619,0,209651,52555,18298,161290,14253,22670,67671,20261,7016,114699,13493540,14566295,404585,216215,10697,41547,4312,2170280,397036,2590450,125531881,418263504,5727228,41770082,30,15232222,6198177,524441,693,16479,236055,146566,16540716,10600504,21635541,246788154,27555448,5901245,4070029,72103,19178,1,6479067,360766,2933831,132373,4310296
"64","Germany",1468093240,8526691302,1428143989,9276422806,806133487,877606208,1216585210,1676726382,2394281182,2828734256,1216738912,1228726337,610680285,13024913,2383902327,2986044205,2017423930,4240546090,5527296230,2582797922,4969448333,5948678016,3510203554,4595320615,2656103141,398229770,26628196504,8947633182,25697775133,64711696994,2329857549,11480491228,9681460512,7014631361,3033789854,285379430,1451449706,20891053416,54223127784,14941720843,1166005350,1819172293,192147285,8849584602,44631860,57670023,1383241825,24297056339,6052429467,87924128,860032513,1370797269,65079516,1995392879,1702556256,2586957149,688054630,678073280,2409440697,1096475103,7846528471,9097566763,2410886290,3941990695,333041602,158845642,101581074,4418668074,3683570054,6106643847,15318877548,29376608253,29134192487,13861681245,1065005959,15378046166,630066603,648051054,143613251,1117817146,7800657721,7929115432,221029375999,134011527714,5318877741,203158169286,30672432107,6863791469,56769730226,1636651254,641366345,548156726,15850989648,6769450286,2557019723,947629361,39712536874
"65","Ghana",39101,0,14498296,3446777,10733,37317,4946777,22704046,1459706,11859190,2883526,26019047,21975,168202,28992678,26016,1257530,975927488,13552366,7110392,2818818,25494776,1068381,2288,10236314,91797112,6001317,5462175,3014448,2083178,27612244,1371042,2795645,2773058,15136,3677745,21152,3604069,63158321,40622549,1331,694790,272,196438326,301,407916,991068,13286863,387665,1026,0,5791167,231935,94358,50523,347633,68539,6206,3452,0,107973,6022268,1872688,197224,22407,5755,232373,62189,267291,1643444,3369185573,9252053,10678303,474271,599804,119569120,2880930,32745,12200,22519,5197634,200614,54026380,3172899,493326,5826862,100911,4359688,5892870,0,137996,5037,2969698,65423,363006,42275,1
"66","Greece",14536430,59311298,699845174,405735538,4330072,8013334,191236897,954634793,12429410,208672883,19439367,93842706,10047462,307669,445357277,91672813,160134295,20547547,186060912,993124326,197736842,237337200,54520984,518664201,425823904,60002189,7193407132,161753058,86099011,1371137029,134316274,181066236,247559885,174468974,14700512,4805080,9165836,178297755,1125625081,108715840,51315857,34967167,333012295,80814529,467303,305500,44590887,192756636,118820892,1117073,6112832,669696106,2246650,54902905,23284339,117698665,31556959,21313884,4044796,131086853,604544505,222825795,48350711,91693596,2974029,2467363,739529,199593300,44322048,28142354,72202007,701706567,441398781,605696068,260198,1347854959,19846477,35727190,280506,1286079,24998496,83100679,1012723842,1157227081,1353478,213669275,296835445,156158834,173188861,28761037,1235459,6065859,115093006,128472365,20438449,5836968,704028991
"67","Greenland",996,46990,233712654,0,89,0,0,1686,156,0,156,1482,0,0,3013,108771937,0,0,893,0,47,7401,511183,426,2820578,0,1821,178,0,5599,0,0,0,3572,0,0,97,6751,21454,5351,62,33092,1240791,0,0,0,0,1914,62912,0,5490,4453,0,0,0,0,0,0,0,0,6914,3784,34206,7802,18,0,0,54023,28703,55517,63708,386445,35276,194885,0,22688,52,1642,0,0,68861,802,851336,682644,17421,84336,12122301,9512852,219046,0,4336,51926,389675,11734,0,2470662,16258097
"68","Guatemala",2344205,20011621,48457210,9174836,44381,54566330,165522500,560934269,1025406912,11312850,16994873,57624522,4039914,980390,202322759,77998403,809750513,5684532,127590473,81013719,138318722,182224372,41538437,67318365,14020835,500093998,382205395,32866611,60455203,179200367,23488726,49151920,153520747,159887374,8061958,5824489,1144715,144431680,209471004,260384676,9058647,27444457,5468,48490321,5129,580507,13290581,160307372,20004929,1388,306046,61150856,7912,26521710,19746180,11936008,1264732,9101977,4303313,102611810,906432288,248574076,22870654,37888130,815787,184455,10001,6214318,41098672,48746551,38869641,148169323,87739031,2508037,1701,65556413,4232781,1011048,49,3414,4156076,6045284,121736578,123452877,1059232,43606587,1290029,45293,16016729,1887151,283251,39589,40338689,8559526,19109824,75461,0
"69","Guyana",949702,52762,49136800,301540,6085,1926,1107936,4121697,476646,152290369,4741934,569179,1152,123,1443789,76430,111762991,127,4429011,3429151,756930,20197202,409239,60670,1618008,114383362,4422,19608,82435,2718010,4409,319195,640105,408766,12094,0,0,83120,527998,14483,25460,20175,0,43086187,4,15801,0,3802087,118753,0,22,2123,2826,22358,353726,48042,2260,2991,110,9,481964,4596658,242175,133737,6118,264,1968,107108,21432,193166,357861088,4508824,245347,696914,21513,1968406,0,2414,10,0,100566,8788,2068496,1212819,219657,253771,148520,56507,300951,4708,6393,0,571135,16067,4515,29911,0
"70","Honduras",3246366,12404869,237905004,23120151,175138,8442752,39076430,265922284,683606596,1756211,623492,3383779,981641,4233,182070772,35750,71537743,289440,31304083,30177317,9176078,3906168,24808198,89528906,4043456,100482900,250562620,10083293,30979168,5375088,4833843,15018346,4369212,65657857,388707,2824364,36765,16078252,99782586,4644081,1053915,395491,113479,39559248,246,99356,5610583,63637608,3477737,0,0,1185466,63,617092,227555,326583,3384,2358,1346177,2300,1182882,4411790,2962212,5590836,41852,11610,385,6913300,991886,917254,172709766,66820720,16258760,5536583,480,39769786,161884,287519,0,19175,1775467,9698013,19737228,195605541,618819,59058471,2050053,2000,361189,2291,77066,0,21964186,1431494,10375530,34341,0
"71","Hungary",369853000,1100448000,15992000,333625000,67469000,41694000,254312000,168343000,87408000,1461771000,111385000,665171000,1442000,3667000,303058000,193724000,383407000,101876000,154195000,529306000,397117000,356869000,584757000,71916000,57667000,6662000,2659616000,466562000,1310254000,3695095000,160077000,121002000,251530000,359091000,35583000,12328000,13083000,348035000,3271422000,1738752000,39664000,216228000,7153000,645038000,1426000,669000,45202000,1208086000,181266000,1218000,41474000,82728000,14221000,106509000,43637000,181297000,12165000,12853000,96691000,37053000,292671000,375042000,141987000,426682000,6889000,2102000,1174000,274321000,449962000,576280000,79749000,1366836000,1175521000,171897000,4356000,1314586000,3142000,14388000,8077000,26340000,90134000,432634000,16603339000,31159433000,382689000,8878641000,8975000,5225000,3298058000,4705000,5095000,19076000,1358855000,359124000,51843000,2814000,135953000
"72","Iceland",7405611,30070866,1535284477,4522574,8974838,23048,43348,81869,266559,8091,57828,2837652,0,0,73290808,119545713,520589,934289,148507,232292,5756477,8717844,116487977,6546,7471351,646443,47330161,2995571,2450097,127204519,648,908992,866459,195061,11231,793,24240,21536915,17908419,343723,3999780,410783,8431397,883672,0,0,1771634,2219649,1174899,0,2350788,283,851,5696,564,6590435,971,2211,13941,39233,1492485,813495,505667,105912,82393,54,4219,2378212,69154,248449,380788,181188311,3204996,1148099,0,1910580230,684,93673,156,1083,386931,186988,98068896,26940987,0,27594614,59193715,13641388,78558959,1286198,8026,0,595514,329062,67546,2139760,18783617
